Report Number,Date Reported,Date of Occurance,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date and Time of Case Closed,Case Status,Crime Occurred,Age Group
184,10 January 2020,08 January 2020,23:28:00,Hyderabad,422,Sexual Assault,27,F,None,Violent Crime,4,No,,Open,Evening,Adult
185,08 January 2020,08 January 2020,17:27:00,Mumbai,151,Fraud,67,F,Other,Other Crime,19,Yes,03-03-2020 19:00,Closed,Evening,Senior Citizen
186,11 January 2020,08 January 2020,08:32:00,Bangalore,287,Fraud,70,F,Other,Other Crime,8,Yes,12-03-2020 15:00,Closed,Morning,Senior Citizen
187,09 January 2020,08 January 2020,10:28:00,Delhi,541,Vandalism,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020 09:00,Closed,Morning,Senior Citizen
188,09 January 2020,08 January 2020,18:53:00,Nagpur,236,Identity Theft,66,F,None,Violent Crime,14,Yes,15-03-2020 18:00,Closed,Evening,Senior Citizen
189,09 January 2020,08 January 2020,03:24:00,Hyderabad,415,Extortion,24,F,Knife,Other Crime,2,Yes,23-03-2020 04:00,Closed,Night,Adult
190,11 January 2020,08 January 2020,21:24:00,Chennai,151,Cybercrime,44,M,Explosives,Other Crime,15,Yes,12-02-2020 05:00,Closed,Evening,Adult
191,09 January 2020,08 January 2020,15:53:00,Chennai,268,Kidnapping,63,F,Knife,Other Crime,9,No,,Open,Afternoon,Senior Citizen
192,09 January 2020,08 January 2020,20:39:00,Delhi,381,Identity Theft,18,M,Blunt Object,Violent Crime,11,Yes,20-01-2020 02:00,Closed,Evening,Teenager
193,10 January 2020,09 January 2020,05:28:00,Ghaziabad,249,Public Intoxication,19,F,None,Other Crime,3,No,,Open,Night,Teenager
194,09 January 2020,09 January 2020,04:00:00,Jaipur,389,Domestic Violence,49,M,None,Violent Crime,12,Yes,06-03-2020 09:00,Closed,Night,Adult
195,11 January 2020,09 January 2020,08:16:00,Delhi,235,Illegal Possession,33,F,Poison,Other Crime,12,No,,Open,Morning,Adult
196,10 January 2020,09 January 2020,00:18:00,Lucknow,562,Domestic Violence,56,M,Other,Violent Crime,4,Yes,14-02-2020 04:00,Closed,Night,Senior Citizen
197,10 January 2020,09 January 2020,15:55:00,Ahmedabad,287,Public Intoxication,32,M,Explosives,Other Crime,1,Yes,24-01-2020 10:00,Closed,Afternoon,Adult
198,11 January 2020,09 January 2020,10:20:00,Hyderabad,316,Extortion,25,F,Explosives,Other Crime,10,Yes,22-01-2020 17:00,Closed,Morning,Adult
199,10 January 2020,09 January 2020,21:01:00,Delhi,367,Arson,62,F,Firearm,Fire Accident,3,No,,Open,Evening,Senior Citizen
200,11 January 2020,09 January 2020,02:06:00,Nashik,471,Homicide,56,F,Blunt Object,Other Crime,4,No,,Open,Night,Senior Citizen
201,11 January 2020,09 January 2020,04:27:00,Srinagar,365,Counterfeiting,27,F,Blunt Object,Other Crime,8,Yes,05-02-2020 23:00,Closed,Night,Adult
202,12 January 2020,09 January 2020,18:52:00,Nagpur,484,Fraud,63,M,Explosives,Other Crime,13,No,,Open,Evening,Senior Citizen
203,10 January 2020,09 January 2020,12:58:00,Mumbai,257,Drug Offense,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020 04:00,Closed,Afternoon,Adult
204,11 January 2020,09 January 2020,13:00:00,Lucknow,427,Kidnapping,16,F,Firearm,Other Crime,5,Yes,14-03-2020 16:00,Closed,Afternoon,Teenager
205,11 January 2020,09 January 2020,02:34:00,Hyderabad,340,Shoplifting,59,F,Other,Other Crime,13,Yes,03-03-2020 04:00,Closed,Night,Senior Citizen
206,09 January 2020,09 January 2020,23:51:00,Thane,246,Vehicle - Stolen,44,F,None,Violent Crime,7,Yes,29-02-2020 22:00,Closed,Evening,Adult
207,11 January 2020,09 January 2020,12:37:00,Bangalore,376,Counterfeiting,21,F,Blunt Object,Other Crime,3,Yes,10-02-2020 08:00,Closed,Afternoon,Adult
208,09 January 2020,09 January 2020,20:15:00,Patna,542,Assault,59,M,None,Violent Crime,2,No,,Open,Evening,Senior Citizen
209,10 January 2020,09 January 2020,17:29:00,Hyderabad,257,Extortion,41,F,Explosives,Other Crime,17,No,,Open,Evening,Adult
210,12 January 2020,09 January 2020,06:07:00,Kolkata,573,Public Intoxication,43,F,Knife,Other Crime,18,Yes,14-01-2020 03:00,Closed,Morning,Adult
211,11 January 2020,09 January 2020,20:05:00,Bhopal,148,Counterfeiting,15,M,Explosives,Other Crime,6,No,,Open,Evening,Teenager
212,10 January 2020,09 January 2020,14:15:00,Delhi,439,Firearm Offense,34,M,Blunt Object,Fire Accident,17,No,,Open,Afternoon,Adult
213,11 January 2020,09 January 2020,07:00:00,Kolkata,598,Identity Theft,19,F,Firearm,Violent Crime,6,Yes,21-01-2020 23:00,Closed,Morning,Teenager
214,11 January 2020,09 January 2020,02:45:00,Bangalore,239,Vehicle - Stolen,73,M,Explosives,Violent Crime,13,Yes,13-03-2020 05:00,Closed,Night,Senior Citizen
215,11 January 2020,09 January 2020,00:56:00,Delhi,267,Sexual Assault,44,M,Explosives,Violent Crime,1,Yes,01-09-2021 16:00,Closed,Night,Adult
216,10 January 2020,09 January 2020,09:23:00,Ahmedabad,163,Shoplifting,14,F,Knife,Other Crime,18,No,,Open,Morning,Teenager
217,12 January 2020,10 January 2020,05:32:00,Kolkata,572,Counterfeiting,73,M,None,Other Crime,2,Yes,23-02-2020 18:00,Closed,Night,Senior Citizen
218,11 January 2020,10 January 2020,23:36:00,Surat,561,Fraud,49,F,Other,Other Crime,18,No,,Open,Evening,Adult
219,12 January 2020,10 January 2020,08:44:00,Pune,336,Traffic Violation,61,M,Other,Traffic Fatality,10,No,,Open,Morning,Senior Citizen
220,12 January 2020,10 January 2020,17:27:00,Nagpur,563,Burglary,68,F,Knife,Other Crime,18,No,,Open,Evening,Senior Citizen
221,10 January 2020,10 January 2020,03:16:00,Kolkata,218,Vehicle - Stolen,24,F,None,Violent Crime,1,Yes,15-02-2020 23:00,Closed,Night,Adult
222,11 January 2020,10 January 2020,05:29:00,Ludhiana,276,Kidnapping,69,F,Poison,Other Crime,7,Yes,22-01-2020 08:00,Closed,Night,Senior Citizen
223,11 January 2020,10 January 2020,19:37:00,Bangalore,570,Fraud,55,F,Poison,Other Crime,11,No,,Open,Evening,Senior Citizen
224,12 January 2020,10 January 2020,23:31:00,Chennai,307,Robbery,49,F,Knife,Violent Crime,19,Yes,01-05-2020 21:00,Closed,Evening,Adult
225,10 January 2020,10 January 2020,00:10:00,Bangalore,153,Cybercrime,40,F,Firearm,Other Crime,5,Yes,01-04-2020 19:00,Closed,Night,Adult
226,10 January 2020,10 January 2020,15:46:00,Surat,340,Homicide,51,F,Explosives,Other Crime,8,No,,Open,Afternoon,Senior Citizen
227,12 January 2020,10 January 2020,23:35:00,Mumbai,365,Vandalism,35,F,Poison,Other Crime,15,Yes,16-03-2020 16:00,Closed,Evening,Adult
228,10 January 2020,10 January 2020,01:56:00,Pune,269,Counterfeiting,65,F,Blunt Object,Other Crime,6,No,,Open,Night,Senior Citizen
229,13 January 2020,10 January 2020,04:03:00,Jaipur,247,Vehicle - Stolen,61,F,Other,Violent Crime,18,Yes,25-02-2020 05:00,Closed,Night,Senior Citizen
230,11 January 2020,10 January 2020,08:27:00,Ahmedabad,190,Vandalism,35,M,Poison,Other Crime,8,No,,Open,Morning,Adult
231,12 January 2020,10 January 2020,22:47:00,Pune,429,Identity Theft,45,M,Blunt Object,Violent Crime,1,No,,Open,Evening,Adult
232,12 January 2020,10 January 2020,04:38:00,Patna,547,Arson,32,F,None,Fire Accident,12,Yes,15-02-2020 15:00,Closed,Night,Adult
233,12 January 2020,10 January 2020,19:09:00,Mumbai,136,Homicide,11,F,Other,Other Crime,9,No,,Open,Evening,Child
234,11 January 2020,10 January 2020,03:46:00,Kolkata,254,Assault,40,M,Poison,Violent Crime,14,No,,Open,Night,Adult
235,12 January 2020,10 January 2020,20:30:00,Mumbai,514,Traffic Violation,23,F,Firearm,Traffic Fatality,19,Yes,14-01-2020 21:00,Closed,Evening,Adult
236,13 January 2020,10 January 2020,22:34:00,Ludhiana,105,Arson,14,M,Poison,Fire Accident,12,Yes,07-04-2020 02:00,Closed,Evening,Teenager
237,12 January 2020,10 January 2020,06:53:00,Visakhapatnam,561,Cybercrime,23,M,Other,Other Crime,7,No,,Open,Morning,Adult
238,12 January 2020,10 January 2020,04:23:00,Chennai,583,Cybercrime,35,M,Knife,Other Crime,4,No,,Open,Night,Adult
239,12 January 2020,10 January 2020,10:13:00,Delhi,418,Firearm Offense,65,M,Knife,Fire Accident,15,No,,Open,Morning,Senior Citizen
240,11 January 2020,10 January 2020,11:41:00,Hyderabad,466,Firearm Offense,51,F,Knife,Fire Accident,13,No,,Open,Morning,Senior Citizen
241,12 January 2020,11 January 2020,00:34:00,Mumbai,402,Counterfeiting,35,F,Other,Other Crime,17,No,,Open,Night,Adult
242,11 January 2020,11 January 2020,03:03:00,Bangalore,188,Vandalism,59,F,Blunt Object,Other Crime,1,Yes,12-02-2020 08:00,Closed,Night,Senior Citizen
243,12 January 2020,11 January 2020,11:51:00,Pune,512,Fraud,48,F,Knife,Other Crime,4,Yes,06-04-2020 01:00,Closed,Morning,Adult
244,13 January 2020,11 January 2020,10:11:00,Kalyan,388,Sexual Assault,18,F,Poison,Violent Crime,19,Yes,21-08-2020 22:00,Closed,Morning,Teenager
245,13 January 2020,11 January 2020,14:49:00,Nagpur,423,Robbery,58,F,Firearm,Violent Crime,17,Yes,27-06-2020 00:00,Closed,Afternoon,Senior Citizen
246,11 January 2020,11 January 2020,17:14:00,Kolkata,399,Illegal Possession,65,F,Knife,Other Crime,7,No,,Open,Evening,Senior Citizen
247,13 January 2020,11 January 2020,08:58:00,Nagpur,432,Extortion,38,F,Blunt Object,Other Crime,6,Yes,24-03-2020 11:00,Closed,Morning,Adult
248,14 January 2020,11 January 2020,20:32:00,Ahmedabad,262,Identity Theft,77,F,Explosives,Violent Crime,13,Yes,28-02-2020 03:00,Closed,Evening,Senior Citizen
249,13 January 2020,11 January 2020,07:14:00,Thane,293,Domestic Violence,70,F,Explosives,Violent Crime,8,Yes,26-03-2020 23:00,Closed,Morning,Senior Citizen
250,13 January 2020,11 January 2020,21:57:00,Nagpur,164,Extortion,11,F,Other,Other Crime,17,Yes,23-01-2020 22:00,Closed,Evening,Child
251,14 January 2020,11 January 2020,02:39:00,Delhi,342,Firearm Offense,45,F,Other,Fire Accident,13,No,,Open,Night,Adult
252,13 January 2020,11 January 2020,15:11:00,Thane,182,Shoplifting,71,F,Firearm,Other Crime,3,Yes,31-03-2020 05:00,Closed,Afternoon,Senior Citizen
253,12 January 2020,11 January 2020,01:17:00,Hyderabad,362,Traffic Violation,11,M,Other,Traffic Fatality,10,Yes,06-02-2020 03:00,Closed,Night,Child
254,12 January 2020,11 January 2020,15:04:00,Nashik,123,Illegal Possession,39,M,None,Other Crime,3,Yes,20-01-2020 18:00,Closed,Afternoon,Adult
255,14 January 2020,11 January 2020,21:38:00,Meerut,233,Firearm Offense,68,M,Explosives,Fire Accident,18,No,,Open,Evening,Senior Citizen
256,13 January 2020,11 January 2020,06:45:00,Kolkata,581,Public Intoxication,76,M,Explosives,Other Crime,9,Yes,20-01-2020 17:00,Closed,Morning,Senior Citizen
257,12 January 2020,11 January 2020,00:13:00,Hyderabad,230,Extortion,47,M,Blunt Object,Other Crime,4,Yes,10-02-2020 13:00,Closed,Night,Adult
258,11 January 2020,11 January 2020,17:21:00,Ahmedabad,402,Identity Theft,22,F,Other,Violent Crime,18,No,,Open,Evening,Adult
259,12 January 2020,11 January 2020,22:11:00,Mumbai,151,Extortion,33,M,Poison,Other Crime,8,Yes,02-04-2020 22:00,Closed,Evening,Adult
260,13 January 2020,11 January 2020,08:18:00,Indore,366,Kidnapping,55,F,Firearm,Other Crime,11,No,,Open,Morning,Senior Citizen
261,12 January 2020,11 January 2020,01:13:00,Chennai,542,Burglary,11,F,None,Other Crime,7,Yes,28-05-2020 20:00,Closed,Night,Child
262,12 January 2020,11 January 2020,07:49:00,Ghaziabad,145,Counterfeiting,49,M,Blunt Object,Other Crime,13,Yes,06-02-2020 22:00,Closed,Morning,Adult
263,12 January 2020,11 January 2020,08:50:00,Kolkata,142,Identity Theft,56,F,Poison,Violent Crime,12,No,,Open,Morning,Senior Citizen
264,13 January 2020,11 January 2020,22:04:00,Kanpur,261,Sexual Assault,69,F,Knife,Violent Crime,11,Yes,18-12-2020 22:00,Closed,Evening,Senior Citizen
265,12 January 2020,12 January 2020,19:08:00,Visakhapatnam,152,Counterfeiting,79,F,Blunt Object,Other Crime,14,Yes,21-02-2020 17:00,Closed,Evening,Senior Citizen
266,12 January 2020,12 January 2020,03:39:00,Chennai,430,Identity Theft,17,F,Explosives,Violent Crime,19,No,,Open,Night,Teenager
267,13 January 2020,12 January 2020,08:13:00,Nagpur,203,Illegal Possession,71,F,Explosives,Other Crime,6,No,,Open,Morning,Senior Citizen
268,14 January 2020,12 January 2020,23:31:00,Kanpur,508,Kidnapping,16,F,Knife,Other Crime,8,Yes,24-01-2020 10:00,Closed,Evening,Teenager
269,12 January 2020,12 January 2020,08:35:00,Surat,590,Robbery,71,M,Other,Violent Crime,10,No,,Open,Morning,Senior Citizen
270,15 January 2020,12 January 2020,07:42:00,Srinagar,491,Shoplifting,50,M,Explosives,Other Crime,11,Yes,28-02-2020 00:00,Closed,Morning,Adult
271,13 January 2020,12 January 2020,08:31:00,Indore,586,Drug Offense,38,M,Blunt Object,Other Crime,8,No,,Open,Morning,Adult
272,14 January 2020,12 January 2020,23:49:00,Hyderabad,292,Public Intoxication,39,F,Knife,Other Crime,3,Yes,06-02-2020 20:00,Closed,Evening,Adult
273,13 January 2020,12 January 2020,11:51:00,Delhi,584,Identity Theft,36,M,Other,Violent Crime,3,No,,Open,Morning,Adult
274,14 January 2020,12 January 2020,14:37:00,Bangalore,515,Vehicle - Stolen,56,F,None,Violent Crime,6,No,,Open,Afternoon,Senior Citizen
275,14 January 2020,12 January 2020,04:01:00,Bhopal,350,Traffic Violation,78,M,Blunt Object,Traffic Fatality,16,No,,Open,Night,Senior Citizen
276,14 January 2020,12 January 2020,06:07:00,Ahmedabad,546,Assault,21,M,Other,Violent Crime,1,No,,Open,Morning,Adult
277,12 January 2020,12 January 2020,10:15:00,Indore,115,Assault,10,F,Poison,Violent Crime,14,No,,Open,Morning,Child
278,15 January 2020,12 January 2020,13:29:00,Bhopal,254,Traffic Violation,44,F,Knife,Traffic Fatality,7,No,,Open,Afternoon,Adult
279,14 January 2020,12 January 2020,04:56:00,Chennai,410,Traffic Violation,58,M,Knife,Traffic Fatality,8,Yes,30-01-2020 09:00,Closed,Night,Senior Citizen
280,13 January 2020,12 January 2020,04:19:00,Ludhiana,217,Kidnapping,45,F,Blunt Object,Other Crime,18,Yes,07-04-2020 05:00,Closed,Night,Adult
281,15 January 2020,12 January 2020,10:14:00,Srinagar,189,Firearm Offense,12,F,Poison,Fire Accident,3,No,,Open,Morning,Child
282,13 January 2020,12 January 2020,00:49:00,Ludhiana,180,Fraud,62,F,Other,Other Crime,2,Yes,14-03-2020 12:00,Closed,Night,Senior Citizen
283,13 January 2020,12 January 2020,01:20:00,Ludhiana,215,Burglary,48,F,Blunt Object,Other Crime,7,No,,Open,Night,Adult
284,14 January 2020,12 January 2020,03:34:00,Mumbai,481,Arson,55,F,None,Fire Accident,5,Yes,28-03-2020 19:00,Closed,Night,Senior Citizen
285,14 January 2020,12 January 2020,15:38:00,Indore,577,Assault,70,F,Blunt Object,Violent Crime,6,No,,Open,Afternoon,Senior Citizen
286,15 January 2020,12 January 2020,05:53:00,Mumbai,212,Shoplifting,38,M,Other,Other Crime,11,Yes,25-03-2020 04:00,Closed,Night,Adult
287,13 January 2020,12 January 2020,16:05:00,Pune,244,Vehicle - Stolen,12,F,Explosives,Violent Crime,3,Yes,01-02-2020 00:00,Closed,Evening,Child
288,14 January 2020,12 January 2020,01:39:00,Bangalore,363,Identity Theft,30,F,Firearm,Violent Crime,9,Yes,29-03-2020 15:00,Closed,Night,Adult
289,14 January 2020,13 January 2020,15:29:00,Chennai,550,Illegal Possession,25,F,Blunt Object,Other Crime,3,Yes,25-01-2020 08:00,Closed,Afternoon,Adult
290,15 January 2020,13 January 2020,10:14:00,Ahmedabad,484,Extortion,22,F,Other,Other Crime,9,No,,Open,Morning,Adult
291,13 January 2020,13 January 2020,08:25:00,Chennai,515,Shoplifting,69,F,Explosives,Other Crime,15,No,,Open,Morning,Senior Citizen
292,15 January 2020,13 January 2020,20:23:00,Chennai,307,Burglary,31,F,Poison,Other Crime,16,No,,Open,Evening,Adult
293,14 January 2020,13 January 2020,11:50:00,Thane,289,Burglary,59,M,Poison,Other Crime,9,No,,Open,Morning,Senior Citizen
294,14 January 2020,13 January 2020,10:55:00,Chennai,562,Assault,51,F,Blunt Object,Violent Crime,4,Yes,07-02-2020 17:00,Closed,Morning,Senior Citizen
295,15 January 2020,13 January 2020,11:43:00,Bangalore,568,Domestic Violence,48,M,Poison,Violent Crime,6,Yes,07-03-2020 15:00,Closed,Morning,Adult
296,13 January 2020,13 January 2020,13:14:00,Kolkata,262,Vandalism,62,M,Other,Other Crime,4,Yes,25-01-2020 17:00,Closed,Afternoon,Senior Citizen
297,13 January 2020,13 January 2020,16:27:00,Delhi,546,Traffic Violation,50,M,Explosives,Traffic Fatality,5,No,,Open,Evening,Adult
298,15 January 2020,13 January 2020,04:47:00,Kolkata,199,Identity Theft,32,M,Explosives,Violent Crime,19,Yes,26-01-2020 06:00,Closed,Night,Adult
299,15 January 2020,13 January 2020,04:55:00,Srinagar,513,Sexual Assault,40,F,Other,Violent Crime,1,No,,Open,Night,Adult
300,15 January 2020,13 January 2020,04:57:00,Nagpur,256,Robbery,55,F,Blunt Object,Violent Crime,7,Yes,05-04-2020 07:00,Closed,Night,Senior Citizen
301,16 January 2020,13 January 2020,08:43:00,Jaipur,390,Identity Theft,64,M,None,Violent Crime,6,No,,Open,Morning,Senior Citizen
302,16 January 2020,13 January 2020,00:49:00,Chennai,206,Arson,59,F,None,Fire Accident,12,Yes,09-04-2020 01:00,Closed,Night,Senior Citizen
303,13 January 2020,13 January 2020,21:22:00,Kanpur,491,Domestic Violence,12,F,Blunt Object,Violent Crime,4,No,,Open,Evening,Child
304,15 January 2020,13 January 2020,20:23:00,Kalyan,139,Public Intoxication,30,F,None,Other Crime,11,Yes,17-01-2020 00:00,Closed,Evening,Adult
305,13 January 2020,13 January 2020,16:47:00,Pune,126,Traffic Violation,13,F,Knife,Traffic Fatality,13,Yes,21-01-2020 22:00,Closed,Evening,Teenager
306,14 January 2020,13 January 2020,07:31:00,Faridabad,431,Firearm Offense,27,M,Poison,Fire Accident,19,No,,Open,Morning,Adult
307,14 January 2020,13 January 2020,22:40:00,Kanpur,528,Traffic Violation,50,F,Firearm,Traffic Fatality,3,Yes,15-01-2020 01:00,Closed,Evening,Adult
308,15 January 2020,13 January 2020,07:24:00,Indore,282,Counterfeiting,66,F,Other,Other Crime,5,No,,Open,Morning,Senior Citizen
309,14 January 2020,13 January 2020,17:26:00,Bangalore,577,Sexual Assault,26,M,Firearm,Violent Crime,12,Yes,10-07-2021 12:00,Closed,Evening,Adult
310,15 January 2020,13 January 2020,16:26:00,Ahmedabad,494,Domestic Violence,35,F,Poison,Violent Crime,9,Yes,30-01-2020 17:00,Closed,Evening,Adult
311,16 January 2020,13 January 2020,16:21:00,Delhi,395,Drug Offense,29,F,None,Other Crime,6,Yes,04-04-2020 17:00,Closed,Evening,Adult
312,15 January 2020,13 January 2020,12:22:00,Kolkata,276,Arson,32,F,Firearm,Fire Accident,11,No,,Open,Afternoon,Adult
313,15 January 2020,14 January 2020,16:05:00,Bangalore,560,Drug Offense,37,F,Firearm,Other Crime,13,No,,Open,Evening,Adult
314,15 January 2020,14 January 2020,04:12:00,Bangalore,217,Assault,18,F,Firearm,Violent Crime,6,No,,Open,Night,Teenager
315,16 January 2020,14 January 2020,17:13:00,Kanpur,389,Burglary,60,M,Poison,Other Crime,1,Yes,24-04-2020 04:00,Closed,Evening,Senior Citizen
316,14 January 2020,14 January 2020,19:05:00,Delhi,361,Burglary,42,M,Other,Other Crime,11,Yes,01-07-2020 20:00,Closed,Evening,Adult
317,14 January 2020,14 January 2020,12:47:00,Mumbai,269,Domestic Violence,42,F,Knife,Violent Crime,1,Yes,23-01-2020 13:00,Closed,Afternoon,Adult
318,15 January 2020,14 January 2020,19:04:00,Nashik,106,Counterfeiting,67,M,None,Other Crime,5,No,,Open,Evening,Senior Citizen
319,15 January 2020,14 January 2020,13:56:00,Lucknow,330,Vandalism,79,F,Other,Other Crime,13,No,,Open,Afternoon,Senior Citizen
320,16 January 2020,14 January 2020,02:59:00,Bangalore,190,Arson,41,M,Knife,Fire Accident,2,No,,Open,Night,Adult
321,16 January 2020,14 January 2020,17:56:00,Pune,446,Fraud,45,M,Poison,Other Crime,7,No,,Open,Evening,Adult
322,15 January 2020,14 January 2020,15:37:00,Kolkata,503,Traffic Violation,62,M,None,Traffic Fatality,18,Yes,28-01-2020 16:00,Closed,Afternoon,Senior Citizen
323,15 January 2020,14 January 2020,21:12:00,Bangalore,471,Arson,64,F,Explosives,Fire Accident,18,No,,Open,Evening,Senior Citizen
324,15 January 2020,14 January 2020,18:59:00,Mumbai,526,Fraud,67,M,Knife,Other Crime,6,No,,Open,Evening,Senior Citizen
325,17 January 2020,14 January 2020,20:43:00,Bangalore,589,Shoplifting,67,F,Explosives,Other Crime,6,Yes,31-01-2020 07:00,Closed,Evening,Senior Citizen
326,17 January 2020,14 January 2020,05:46:00,Visakhapatnam,344,Vandalism,45,F,Explosives,Other Crime,9,No,,Open,Night,Adult
327,16 January 2020,14 January 2020,12:44:00,Patna,470,Robbery,53,F,Poison,Violent Crime,15,No,,Open,Afternoon,Senior Citizen
328,14 January 2020,14 January 2020,13:02:00,Bangalore,506,Burglary,68,M,Firearm,Other Crime,6,No,,Open,Afternoon,Senior Citizen
329,15 January 2020,14 January 2020,02:16:00,Mumbai,187,Arson,70,M,Knife,Fire Accident,7,No,,Open,Night,Senior Citizen
330,17 January 2020,14 January 2020,16:31:00,Surat,570,Drug Offense,42,F,Other,Other Crime,5,Yes,23-02-2020 16:00,Closed,Evening,Adult
331,16 January 2020,14 January 2020,13:53:00,Delhi,358,Arson,15,F,Poison,Fire Accident,18,Yes,25-03-2020 00:00,Closed,Afternoon,Teenager
332,15 January 2020,14 January 2020,21:22:00,Delhi,586,Illegal Possession,57,M,Knife,Other Crime,17,Yes,10-02-2020 16:00,Closed,Evening,Senior Citizen
333,15 January 2020,14 January 2020,07:04:00,Mumbai,534,Counterfeiting,70,M,Explosives,Other Crime,14,Yes,12-03-2020 07:00,Closed,Morning,Senior Citizen
